Station_Name,Day_Type,Time_Bin,Boardings,Alightings,Total
Glen Iris,School Holiday,08:00–12:00,6.089813800657174,1.171960569550931,7.261774370208105
Glen Iris,School Holiday,12:00–16:00,2.5717776420281,3.5186316432498472,6.090409285277947
Glen Iris,School Holiday,16:00–20:00,2.9994036970781157,7.4239713774597496,10.423375074537866
Glen Iris,School Holiday,20:00–00:00,0.20151133501259447,4.710327455919395,4.91183879093199
Darling,Normal Weekday,00:00–04:00,0.08333333333333333,1.6666666666666667,1.75
Darling,Normal Weekday,04:00–08:00,9.165044343499892,0.17953709712308025,9.344581440622973
Darling,Normal Weekday,08:00–12:00,9.868090452261306,1.243718592964824,11.11180904522613
Darling,Normal Weekday,12:00–16:00,1.9373375290737447,5.215487754822822,7.152825283896567
Darling,Normal Weekday,16:00–20:00,3.152271849658901,11.309048783627237,14.461320633286137
Darling,Normal Weekday,20:00–00:00,0.4527104959630911,5.628604382929643,6.081314878892734
Darling,Normal Weekend,00:00–04:00,0.04291845493562232,1.738197424892704,1.7811158798283262
Darling,Normal Weekend,04:00–08:00,0.8311461067366579,0.42869641294838146,1.2598425196850394
Darling,Normal Weekend,08:00–12:00,6.8244897959183675,2.2122448979591836,9.036734693877552
Darling,Normal Weekend,12:00–16:00,7.667502687208886,4.829810103905411,12.497312791114297
Darling,Normal Weekend,16:00–20:00,5.188713814584097,7.303041407108831,12.491755221692928
Darling,Normal Weekend,20:00–00:00,1.4827787507297139,5.598365440747227,7.081144191476941
Darling,Public Holiday,00:00–04:00,0.23255813953488372,0.6976744186046512,0.9302325581395349
Darling,Public Holiday,04:00–08:00,0.41379310344827586,0.06896551724137931,0.48275862068965514
Darling,Public Holiday,08:00–12:00,4.370860927152318,0.46357615894039733,4.8344370860927155
Darling,Public Holiday,12:00–16:00,5.479876160990712,2.8173374613003097,8.297213622291022
Darling,Public Holiday,16:00–20:00,1.8670886075949367,5.7594936708860756,7.6265822784810124
Darling,Public Holiday,20:00–00:00,0.9205020920502092,3.723849372384937,4.644351464435147
Darling,School Holiday,00:00–04:00,0,2,2
